"","docname","from","to","pre","keyword","post"
"97","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",8475,8475,"of Turner . Turner will be able to yield present as well as the any Order of Work without limitation some to any Affiliate of","Turner",", in the terms of Clause 9 of the present . 11.3 Greater force . No of the parts will be responsible for delays or"
"98","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",9530,9530,"the terms and conditions of referred documents will not be binding for the parts , not being able to interpret itself that no act of","Turner",", including of nonrestrictive way the total or partial payment by virtue of these documents , forces to Tumer with respect to the referred terms"
"99","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",9916,9916,"Order of Work ( "" OP "" ) intends the granting on the part of the COURT of straight of exclusive use in favor of","Turner","of the following spaces corresponding to the situated Building on the street Fraga 167 of the Independent City of Buenos Aires ( the "" Building"
"100","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",10371,10371,"whereas CONTROL 2 is completely equipped and prepared by the COURT it possibly conforms detail obrante in ANNEX A . or by operative necessity ,","TURNER","could install and connect own technical equipment , previously accredited by technical personnel of the COURT . In case the referred equipment to be installed"
"101","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",10406,10406,"accredited by technical personnel of the COURT . In case the referred equipment to be installed will affect the technical structure of the COURT ,","TURNER","will have to count in writing on authorization of the COURT for their installation . The OFFICES are in the conditions described in the sketch"
"102","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",11345,11345,"be THREE STUDY and CONTROL 2 connected under the circuit fed by the generator set of the Building , guaranteeing the COURT the provision to","Turner","of energy necessary to allow him to grant to the yielded space the use destined according to fo anticipated in the present . UPS ,"
"103","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",11615,11615,"similar , that allows to Tumerel transport of VLAN's ( 802,1 q ) and Video guaranteed on the same , against the situated offices of","Turner","in fa street Defense 599 of this Independent City of Buenos Aires , superfluous with two ( 2 ) suppliers of nonsmaller monthly availability to"
"104","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",12021,12021,"that service HD for two ( 2 ) connections ( CONTROL 2 and OFFICES according to location that indicates Tumer ) will be invoiced to","Turner","according to corresponds . General maintenance of the Building where are the spaces yielded in use to Tumer : Deciding the COURT to realise all"
"105","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",12608,12608,"/ Services ( ABL Water , etc . ) : to position and exclusive cost of the COURT . 6 . CESSION : COURT neither","TURNER","will not be able to sub-locar nor to yield in use nor to grant of any way and to any title the use and /"
"106","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",13064,13064,"• 2o \ - 1 Annex A 4 SKETCH OF THE STUDY AND 2 CONTROL - INVENTORY OF EQUIPMENT OF THE COURT AND INVENTORY OF","TURNER","EQUIPMENT SKETCH OF 2 CONTROL and STUDY 3 : 2º FLOOR OF the COURT f : · · - · · - · · ·"
"107","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",13471,13471,"MONITORING IN FLOOR JANDS EATON ONAN EDENOR AVID 9135 125 That AVERAGE COMPOSER ( 3 ) FURNITURE OF CONTROL AVAILABLE FOR THE OPERACIO INVENTORY OF","TURNER","EQUIPMENT : lnvent Max Description Brand Model Serial number Code Code Description Brand Model Serial number LA500604 LA76666 Camara Sony PMW-F55C1 120504 lA70181 Camara Sony"
"108","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",20523,20523,"N / A LA500667 N / A Tripod Obarrio Medium N / A LA500668 N / A Tripod Obarrio Medium N / A INFRASTRUCTURE INVENTORY","TURNER",": Device Number SERIES WS-C37S0X - 48TS FDO1624R22K WS-C3750X - 48PS FDO1804R21L CISCO2811 FTX1141A1ZE AVAYA9641G 12N547108399 AVAYA9641G 12NS46024069 AVAYA9640G 10N530301926 AVAYA9641G 11 WZ284S00TN AVAYA 9611G"
"109","Attachment J - La Corte S.A. - Propuesta Marco de Prestación de Serv. Grales de Producción.docx",20662,20662,": · ; _ . · . ~ - . INVENTORY OF THE FURNITURE GIVEN BY THE COURT . INVENTORY OF THE FURNITURE GIVEN BY","TURNER",". TO DEFINE 29 W TU1 • ne1 • / / / / / f / / / / / / / / / /"
"110","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",30,30,"Aires 28 of March of 2018 . Imagen Satelital S.A . Defense 599 , floor 2º Independent city of Buenos Aires Argentine Republic ( '","Turner",""" ) PROPOSAL : ANNEX 1 , ORDER OF WORK Number 2 , the MARCO PROPOSAL OF BENEFIT OF GENERAL SERVICES OF PRODUCTION By means"
"111","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",148,148,"31 of October of 2017 emitted by this part and accepted by dated 1 of November of 2018 . In case of being accepted by","Turner","it will begin to follow according to the terms and conditions established in the proposal Marco de Prestación de General Servicios of Production . We"
"112","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",361,361,". - The Lender recognizes and decides that their employees , representatives and contractors are independent contractors , and are not representing or employees of","Turner",". The Lender guarantees that all the employees , representatives , contractors and suppliers contracted or provided in relation to the Services by virtue of"
"113","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",545,545,"fulfill of the obligations included in the present clause , the Supplier will be the only and exclusive person in charge , maintaining undamaged to","Turner","by any reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to"
"114","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",573,573,"reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to give to","Turner","copies of the following documentation in monthly form : ( a ) CUIL of each one of the employees of the Lender ( b )"
"115","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",630,630,"remunerations of each one of the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( c ) supporting of payment monthly to the system of the SUSS regarding the employees of the Lender , those that"
"116","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",668,668,"system of the SUSS regarding the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( d ) certificates of payment extended by the Administrator of Risks of Work ( ART ) contracted to the benefit of"
"117","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",755,755,"of Work . Also , the Lender guarantees the described , enabled and professional availability of personnel for the effective benefit of the Services .","Turner","will be able to solicit at any time to the Lender and without needing expression of cause , the change in the person of anyone"
"118","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",811,811,"Lender , being enough to such aims the notification in writing to the Lender of this circumstance , without it implies a greater cost for","Turner",". One is due to contemplate personnel rests according to agreement SATSAID . Two ( 2 ) equipment backpacks which must count on : Camera"
"119","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",949,949,"( batteries , etc ) , as thus either the expenses of mobility and transfer , which that will run by account and order of","Turner",". One is due to contemplate that the schedules could modify based on the events to cover . Equipment and replacement in case of breakage"
"120","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1039,1039,", theft , deviation , deterioration and / or destruction that undergo the same one during the benefit of the Services , maintaining undamaged to","Turner","of any reclamation , denounces or controversy that can get to happen with reason and / or relation of the use of the equipment object"
"121","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1184,1184,"hours and the 22 hours . Two ( 2 ) of the Publishers of the Tumo Behind schedule they are part of the equipment Staff","TURNER",". Also , the Lender will provide services with publishers in two islands ( 2 op ) . Services $ 366.250 . - Saturday and"
"122","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1243,1243,"hours to 24 hours . The same will have to be confirmed with an advance of 48 to 24 hours according to requirement of production","TURNER","- TNT SPORTS . The Lender will provide with two ( 2 ) publishers including in the service . Services $ 168 . 750 ."
"123","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1293,1293,". - The Lender recognizes and decides that their employees , representatives and contractors are independent contractors , and are not representing or employees of","Turner",". The Lender guarantees that all the employees , representatives , contractors and suppliers contracted or provided in relation to the Services by virtue of"
"124","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1477,1477,"fulfill of the obligations included in the present clause , the Supplier will be the only and exclusive person in charge , maintaining undamaged to","Turner","by any reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to"
"125","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1505,1505,"reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to give to","Turner","copies of the following documentation in monthly form : ( a ) CUIL of each one of the employees of the Lender ( b )"
"126","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1562,1562,"remunerations of each one of the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( c ) supporting of payment monthly to the system of the SUSS regarding the employees of the Lender , those that"
"127","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1600,1600,"system of the SUSS regarding the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","Jo requires ; ( d ) certificates of payment extended by the Administrator of Risks of Work ( ART ) contracted to the benefit of"
"128","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1687,1687,"of Work . Also , the Lender guarantees the described , enabled and professional availability of personnel for the effective benefit of the Services .","Turner","will be able to solicit at any time to the Lender and without needing expression of cause , the change in the person of anyone"
"129","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1748,1748,"such aims the notification in writing to the Lender of this circumstance , without it implies a greater cost for Tumer . • Internal use","Turner",". CECO Nro . TNT SPORTS . Each room includes : ( i ) Monitoring of audio stereo and video ( II ) Cable monitoring"
"130","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1783,1783,"includes : ( i ) Monitoring of audio stereo and video ( II ) Cable monitoring / Air ( III ) Connection to PC (","TURNER",") associated ( IV ) Stabilized electrical line , UPS . C . Service of Edition 2 : Three ( 3 ) rooms of Avid"
"131","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1833,1833,"Avid Media Composer edition , to servar lsis of 20 TV . Exclusive use 24x7 . ( It does not include Publishers ) Internal use","TURNER",". CECO Nro . EYEWORKS ORIGINAL PRODUCTION TURNER . Equipment $ 140.000 . - Each room includes : ( i ) Audio video and monitoring"
"132","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1841,1841,"of 20 TV . Exclusive use 24x7 . ( It does not include Publishers ) Internal use TURNER . CECO Nro . EYEWORKS ORIGINAL PRODUCTION","TURNER",". Equipment $ 140.000 . - Each room includes : ( i ) Audio video and monitoring of ( II ) Air monitoring ( III"
"133","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1872,1872,"- Each room includes : ( i ) Audio video and monitoring of ( II ) Air monitoring ( III ) Connection to PC (","TURNER",") associated ( IV ) Stabilized electrical line , UPS . D . Service of Edition 3 One ( 1 ) room of edition Avid"
"134","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1929,1929,"5 TV , Software de Post Production and Suite Adobe 2017 . Exclusive use 24x7 . ( It does not include Publisher ) Internal use","TURNER",". CECO Nro . BRANDING INTEGRATION . Each room includes : ( i ) Audio video and monitoring of ( II ) Air monitoring ("
"135","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",1961,1961,". Each room includes : ( i ) Audio video and monitoring of ( II ) Air monitoring ( III ) Connection to PC (","TURNER",") associated ( IV ) Stabilized electrical line , UPS . Equipment $ 00.000 . - E . Service of graphic I RELEASE • The"
"136","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2269,2269,"fulfill of the obligations included in the present clause , the Supplier will be the only and exclusive person in charge , maintaining undamaged to","Turner","by any reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to"
"137","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2297,2297,"reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to give to","Turner","copies of the following documentation in monthly form : ( a ) CUIL of each one of the employees of the Lender ( b )"
"138","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2392,2392,"system of the SUSS regarding the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( d ) certificates of payment extended by the Administrator of Risks of Work ( ART ) contracted to the benefit of"
"139","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2479,2479,"of Work . Also , the Lender guarantees the described , enabled and professional availability of personnel for the effective benefit of the Services .","Turner","will be able to solicit at any time to the Lender and without needing expression of cause , the change in the person of anyone"
"140","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2535,2535,"Lender , being enough to such aims the notification in writing to the Lender of this circumstance , without it implies a greater cost for","Turner",". Also , the Lender yields to Turnertodos the autorales rights and the renovation of the same regarding the Services of Graph , Material and"
"141","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2636,2636,"registered by partners , engaged employees and / or people , the Lender will have to take the collections necessary to transfer the same to","Turner","immediately . Turner , their successors and assignees will conserve exclusively anywhere in the world and to perpetuity , the right of property of the"
"142","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2639,2639,", engaged employees and / or people , the Lender will have to take the collections necessary to transfer the same to Turner immediately .","Turner",", their successors and assignees will conserve exclusively anywhere in the world and to perpetuity , the right of property of the Services of Graph"
"143","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2835,2835,"and third parties suppliers that the Lender contracts will be subjects to the aforesaid thing , having the Lender to obtain and to give to","Turner","recognition written in such sense . In case the referred rights precedingly had been registered by the Lender , previous authorization in writing of Turner"
"144","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2860,2860,"Turner recognition written in such sense . In case the referred rights precedingly had been registered by the Lender , previous authorization in writing of","Turner",", this one will register the same according to the minimum tariff anticipated by the governmental authority , committing itself to transfer immediately to Turner"
"145","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2885,2885,"Turner , this one will register the same according to the minimum tariff anticipated by the governmental authority , committing itself to transfer immediately to","Turner","all right , compensation or exemption received by virtue of the inscription . Also , the Lender commits himself to transfer immediately the recordings to"
"146","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2913,2913,", compensation or exemption received by virtue of the inscription . Also , the Lender commits himself to transfer immediately the recordings to requirement of","Turner",". Asked for service of Thursday to agreed Monday in schedules cronogram of the Superliga match , or in day and date to define in"
"147","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",2978,2978,"in periods of absence of dates of local match . Equipment ( it includes upgrade , assurance ) $ 120.000 . - • Internal use","TURNER",". CECO Nro . T & O / TNT SPORTS F . Service of lngesta and exclusive Loggeo of contents live Exclusive operation of ingestion"
"148","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3092,3092,". - Lending EI recognizes and decides that their employees , representatives and contractors are independent contractors , and are not representing or employees of","Turner",". The Lender guarantees that all the employees , representatives , contractors and suppliers contracted or provided in relation to the Services by virtue of"
"149","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3276,3276,"fulfill of the obligations included in the present clause , the Supplier will be the only and exclusive person in charge , maintaining undamaged to","Turner","by any reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to"
"150","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3304,3304,"reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to give to","Turner","copies of the following documentation in monthly form : ( a ) CUIL of each one of the employees of the Lender ( b )"
"151","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3361,3361,"remunerations of each one of the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( c ) supporting of payment monthly to the system of the SUSS regarding the employees of the Lender , those that"
"152","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3399,3399,"system of the SUSS regarding the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( d ) certificates of payment extended by the Administrator of Risks of Work ( ART ) contracted to the benefit of"
"153","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3486,3486,"of Work . Also , the Lender guarantees the described , enabled and professional availability of personnel for the effective benefit of the Services .","Turner","will be able to solicit at any time to the Lender and without needing expression of cause , the change in the person of anyone"
"154","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3542,3542,"Lender , being enough to such aims the notification in writing to the Lender of this circumstance , without it implies a greater cost for","Turner",". Duration on watch according to the established thing in the proposal Marco de Prestación de General Servicios of Production . • Internal use TURNER"
"155","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3567,3567,"Turner . Duration on watch according to the established thing in the proposal Marco de Prestación de General Servicios of Production . • Internal use","TURNER",". CECO Nro . T & O / TNT SPORTS G . Spaces of Office EYEWORKS TURNER ORIGINAL PRODUCTION Space identified for three ( 3"
"156","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3584,3584,"General Servicios of Production . • Internal use TURNER . CECO Nro . T & O / TNT SPORTS G . Spaces of Office EYEWORKS","TURNER","ORIGINAL PRODUCTION Space identified for three ( 3 ) offices of production with exclusive use of ETPO , and capacity of up to eight ("
"157","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",3829,3829,". - Lending EI recognizes and decides that their employees , representatives and contractors are independent contractors , and are not representing or employees of","Turner",". The Lender guarantees that all the employees , representatives , contractors and suppliers contracted or provided in relation to the Services by virtue of"
"158","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4013,4013,"fulfill of the obligations included in the present clause , the Supplier will be the only and exclusive person in charge , maintaining undamaged to","Turner","by any reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to"
"159","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4041,4041,"reclamation , action , and / or contingency that can arise on the occasion of this breach . The Lender commits himself to give to","Turner","copies of the following documentation in monthly form : ( a ) CUIL of each one of the employees of the Lender ( b )"
"160","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4098,4098,"remunerations of each one of the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( c ) supporting of payment monthly to the system of the SUSS regarding the employees of the Lender , those that"
"161","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4136,4136,"system of the SUSS regarding the employees of the Lender , those that will have monthly to be given and in any opportunity in which","Turner","requires it ; ( d ) certificates of payment extended by the Administrator of Risks of Work ( ART ) contracted to the benefit of"
"162","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4223,4223,"of Work . Also , the Lender guarantees the described , enabled and professional availability of personnel for the effective benefit of the Services .","Turner","will be able to solicit at any time to the Lender and without needing expression of cause , the change in the person of anyone"
"163","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4306,4306,"Equipment $ 45.000 . - Agreed duration on watch to the established thing in the proposal Marco de Servicios de Producción . • Internal use","TURNER",". CECO Nro . T & O / TNT SPORTS l . Additional services Several Study / Control Fourth ( 4ta ) camera Four ("
"164","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4398,4398,"III ) Crossings of fo ( IV ) Two ( 2 ) Kipro RackStorage Near HP 10 TV for storage . ( v ) lsis","Turner","connection , peripheral , networking , maintenance of software , etc . { VI ) Provision of housing for two ( 2 ) rack in"
"165","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4428,4428,"networking , maintenance of software , etc . { VI ) Provision of housing for two ( 2 ) rack in central control one of","Turner","and one provided one by the Supplier for independent installation of equipment in racks ( vii ) Provision of cable system for recording of different"
"166","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4616,4616,"to the established thing in the present Order of work . 4 . Material to be developed to Date of delivery of the Material to","Turner","[ OF TO CORRESPOND ] It does not correspond 5 . Price and Cronogram of Payment According to the detail of the Services mentioned in"
"167","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4649,4649,"not correspond 5 . Price and Cronogram of Payment According to the detail of the Services mentioned in the previous points of the present ,","Turner","will pay to the Lender the monthly , total and unique sum of $ 2.074.000 more LV.A . ( Argentine Pesos Two Million Seventy four"
"168","Attachment K -La Corte S.A. - Anexo I, Orden de Trabajo # 2.docx",4777,4777,"will be paid within the sixty ( 60 ) days from the date of errusron of the corresponding invoice unless these invoices were opposed by","Turner","within ten ( the 1 U ) received days of via mail to the administracion@lacorte.com.ar direction . The Lender will have to send the invoices"
"169","Attachment L - Oferta Vinculante Fox.Turner (Versión de Firma)2 (English) (2).docx",151,151,""" Entities Soccer "" ) , representing FSLA Holding companies LLC ( "" FOX "" ) and Imagen Satelital S.A . , an Affiliate of","Turner","Broadcasting System Latin America Inc . ( "" IMSA "" , and jointly with FOX , the "" Companies "" and , the Entities Soccer"
"170","Attachment L - Oferta Vinculante Fox.Turner (Versión de Firma)2 (English) (2).docx",18790,18790,"Soccer , on or before April 20th , 2017 , to comfort to letter duly executed by Twenty - Inc . First Century Fox and","Turner","Broadcasting System Inc . , respectively , in terms substantially similar to the model attached hereto ace Exhibit 10,3 ( II ) ; To keep"
"171","Attachment L - Oferta Vinculante Fox.Turner (Versión de Firma)2 (English) (2).docx",26623,26623,"occurrence of to Change of Control of : ( i ) IMSA , provided that it ceased to sees company directly or indirectly controlled by","Turner","Broadcasting System Latin America , Inc . ; or ( II ) FSLA Holding companies LLC , provided that it ceased to sees company directly"
"172","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",141,141,") , in representation of FSLA Holding companies LL , C ( "" FOX "" ) e Imagen Satelital S.A . , an Affiliate of","Turner","Broadcasting System Laün America Inc . ( "" IMSA in joint form with FOX , the "" Companies "" and , the Organizations of Soccer"
"173","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",19072,19072,"30 of ablá.l of 2017 , uaa letter commitment ( comfort to letter ) properly suscripta by Twenty - First Century Fox Inc . and","Turner","Broadcasting System Inc . , respectively , in terms substantially similar to the attached model as Annex 10,3 ( II ) ; ( i_ii )"
"174","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",30345,30345,"ténninos of ( 1 ) the Binding Supply to being susc . Qta by FSLA Holding companies LLC ( "" Fox "" ) and [","Turner","] ( "" Turner "" ) as well as all aqueilos • that they esdmen advisable and ( 2 ) any complementary instrument that is"
"175","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",30349,30349,") the Binding Supply to being susc . Qta by FSLA Holding companies LLC ( "" Fox "" ) and [ Turner ] ( ""","Turner",""" ) as well as all aqueilos • that they esdmen advisable and ( 2 ) any complementary instrument that is advisable with a view"
"176","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",30672,30672,"by 5 seasons consecutive , beginning in the season 2017 / 2018 , deferrable one by other 5 seasons , to option of Fox and","Turner",". The audio-visual rights of temporary match 2016 / 2017 , and his respecdvas obligations , will not correspond to Fox and T'amer . Total"
"177","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",30809,30809,"acceptance on the part of 12 Superliga , and ( b ) the delivery of the instructions of payment by AFA and Superliga to both","Turner","and Fox , these last ones will realise immediate payments by the value key of : ( i ) by the sum of weights 400"
"178","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",30959,30959,". Presieute and it puts under consideration of the presents that is approved ( i ) the negotiated terms and definitive conditions with Fox and","Turner","and including in the Binding Supply that will be applicable once the Binding Supply has been accepted conforms the predicted formalities there ; and ("
"179","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",31129,31129,"the member presents vote afirrnativamente and the defi.nitivos terms and conditions are approved by unanirnidad and without agreements ( i ) negotiated pon Fox and","Turner","and including in the Binding Supply that will be applicable once it has been accepted TO GO Binding Supply confortne the anticipated formalities alí ;"
"180","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",31495,31495,"of awarding taken ahead by the Association of Argentine Soccer . Approval of the supply of exclusive cession to FSLA Holding companies , LLC and","Turner","Broadcasti _ng System Lat : i_n America , Inc . , and / or its affiliates , of the audio-visual rights of the Match of"
"181","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",31566,31566,"the supply of cession and for the subscription of Annexes and tie documents . Determination of the instruction to FSLA Holding companies , LLC and","Turner","Broadcasdng System Latin América , Inc . , and / or its affiliates , jointly with the Association of Argentine Soccer , for the payments"
"182","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",31653,31653,"of transitory clause . Designation of representatives and granting of powers for the granting of instructions of payments to FSLA Holding companies , LLC and","Turner","Broadcasting System Latin América , Inc . , and / or its affiliates , in fotrna combines with Association of Argentine Soccer . Authorizations ."
"183","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32064,32064,"by means of which it required the irúiales offerers who present precisions of his or ; ( d ) the joint presentation of Fox and","Turner","of the integral supply of 8 date d of 2017 ; ( e ) the letter of intent of the 13 of 2017 with respect"
"184","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32111,32111,"of 2017 with respect to 12 cession of the audio-visual rights ; and ( f ) the supply of pre-awarding in favor of Fox and","Turner","of i 6 of March of 2017 in that it remembered pre-award to Fox and Turner the audio-visual rights and settled down that the parts"
"185","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32127,32127,"the supply of pre-awarding in favor of Fox and Turner of i 6 of March of 2017 in that it remembered pre-award to Fox and","Turner","the audio-visual rights and settled down that the parts would negotiate , in forr : na exclusive until the 31 of March of 2017 ,"
"186","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32225,32225,"respect to the Match of First Division To the companies Tu_nner and Fox ; and Inrni.nenci2 of the consideration of the supply of the companies","Turner","and Fox for the exclusive cession of the corresponding audio-visual rights that implies immediate payments by the value key of : ( i ) first"
"187","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32647,32647,"soccer of the championship of the ri.rnera division "" To "" of soccer Argentine , by that were awardees FSLA Holding companies , LLC and","Turner","Broadcasting System Latin Arneáca , Inc . One are sold of definitive way to offerers FSLA Holding companies , LLC and Turner Broadcasting System Latin"
"188","Attachment M - LIB_ASUNTOS-#840740-v1-Copia_Certificada_de_Oferta_Vinculante.pdf_final.docx",32669,32669,", LLC and Turner Broadcasting System Latin Arneáca , Inc . One are sold of definitive way to offerers FSLA Holding companies , LLC and","Turner","Broadcasting System Latin America , Inc . ( and / or the affiliates designated by them ) the exclusive cession of the local audio-visual rights"
